"행정구역","2022년06월_남_총인구수","2022년06월_남_연령구간인구수","2022년06월_남_0~9세","2022년06월_남_10~19세","2022년06월_남_20~29세","2022년06월_남_30~39세","2022년06월_남_40~49세","2022년06월_남_50~59세","2022년06월_남_60~69세","2022년06월_남_70~79세","2022년06월_남_80~89세","2022년06월_남_90~99세","2022년06월_남_100세 이상","2022년06월_여_총인구수","2022년06월_여_연령구간인구수","2022년06월_여_0~9세","2022년06월_여_10~19세","2022년06월_여_20~29세","2022년06월_여_30~39세","2022년06월_여_40~49세","2022년06월_여_50~59세","2022년06월_여_60~69세","2022년06월_여_70~79세","2022년06월_여_80~89세","2022년06월_여_90~99세","2022년06월_여_100세 이상"
"부산광역시 부산진구 (2623000000)","168,924","168,924","9,787","12,082","24,336","23,708","25,115","27,227","26,772","14,273","5,254","364","6","182,075","182,075","9,491","11,779","26,170","22,876","24,388","28,668","30,526","17,812","9,090","1,249","26"
"부산광역시 부산진구 부전제1동(2623051000)","7,863","7,863","303","294","1,533","1,366","977","1,314","1,241","605","217","13","0","7,922","7,922","301","262","1,985","1,224","791","1,069","1,191","686","369","43","1"
"부산광역시 부산진구 부전제2동(2623052000)","5,228","5,228","319","237","1,105","978","826","760","651","263","78","10","1","5,429","5,429","300","247","1,360","872","714","767","691","300","142","35","1"
"부산광역시 부산진구 연지동(2623054000)","9,641","9,641","675","882","1,016","1,100","1,536","1,534","1,574","927","373","24","0","10,724","10,724","665","855","954","1,064","1,658","1,710","1,950","1,216","570","82","0"
"부산광역시 부산진구 초읍동(2623055000)","10,465","10,465","605","883","1,061","1,115","1,560","1,753","1,780","1,213","464","30","1","11,285","11,285","581","687","988","1,101","1,528","1,778","2,256","1,506","753","105","2"
"부산광역시 부산진구 양정제1동(2623056000)","9,245","9,245","528","709","1,276","1,193","1,376","1,607","1,494","734","300","28","0","10,450","10,450","522","726","1,342","1,242","1,392","1,859","1,697","1,032","573","62","3"
"부산광역시 부산진구 양정제2동(2623057000)","5,482","5,482","234","244","1,148","1,024","840","752","663","390","174","11","2","6,429","6,429","227","265","1,757","1,131","765","707","780","506","254","36","1"
"부산광역시 부산진구 전포제1동(2623060000)","10,376","10,376","732","631","1,961","2,202","1,583","1,289","1,118","593","249","18","0","11,282","11,282","701","645","2,495","2,119","1,516","1,337","1,242","759","406","62","0"
"부산광역시 부산진구 전포제2동(2623061000)","9,709","9,709","431","559","1,562","1,475","1,342","1,456","1,524","953","387","20","0","11,027","11,027","397","560","1,805","1,443","1,460","1,552","1,876","1,231","621","80","2"
"부산광역시 부산진구 부암제1동(2623064000)","11,296","11,296","967","976","1,295","1,520","1,895","1,829","1,625","891","274","23","1","11,991","11,991","858","931","1,352","1,611","1,888","1,946","1,797","1,031","513","61","3"
"부산광역시 부산진구 부암제3동(2623066000)","8,434","8,434","499","909","1,025","771","1,306","1,562","1,420","689","246","7","0","8,754","8,754","464","909","783","758","1,417","1,621","1,515","840","386","60","1"
"부산광역시 부산진구 당감제1동(2623067000)","10,865","10,865","503","927","1,420","1,178","1,521","2,015","1,978","951","343","29","0","11,872","11,872","530","877","1,241","1,064","1,581","2,236","2,246","1,266","712","117","2"
"부산광역시 부산진구 당감제2동(2623068000)","4,879","4,879","353","350","582","798","762","684","752","424","163","11","0","5,329","5,329","360","322","659","785","730","749","927","536","231","30","0"
"부산광역시 부산진구 당감제4동(2623070000)","5,431","5,431","324","411","630","618","822","1,002","969","479","165","11","0","5,734","5,734","294","427","541","589","774","1,106","1,029","613","323","38","0"
"부산광역시 부산진구 가야제1동(2623071000)","9,519","9,519","371","600","1,590","1,148","1,415","1,574","1,614","908","290","9","0","9,462","9,462","375","592","1,292","976","1,150","1,554","1,854","1,086","522","61","0"
"부산광역시 부산진구 가야제2동(2623072000)","8,096","8,096","454","680","1,080","922","1,111","1,327","1,356","847","295","24","0","8,563","8,563","461","648","929","845","1,141","1,453","1,658","960","404","62","2"
"부산광역시 부산진구 개금제1동(2623074000)","8,032","8,032","564","476","1,340","1,343","1,266","1,220","1,035","562","211","15","0","8,682","8,682","557","530","1,688","1,278","1,160","1,232","1,208","646","346","36","1"
"부산광역시 부산진구 개금제2동(2623075000)","5,254","5,254","247","391","785","578","723","888","937","505","193","7","0","5,528","5,528","269","397","679","485","693","960","1,019","656","329","40","1"
"부산광역시 부산진구 개금제3동(2623076000)","13,656","13,656","865","1,154","1,730","1,579","1,978","2,348","2,540","1,074","355","32","1","14,741","14,741","798","1,185","1,563","1,634","1,985","2,668","2,787","1,297","713","109","2"
"부산광역시 부산진구 범천제1동(2623077000)","5,699","5,699","229","217","1,100","1,235","769","831","777","362","162","17","0","6,412","6,412","264","226","1,454","1,184","776","810","865","504","283","46","0"
"부산광역시 부산진구 범천제2동(2623078000)","9,754","9,754","584","552","1,097","1,565","1,507","1,482","1,724","903","315","25","0","10,459","10,459","567","488","1,303","1,471","1,269","1,554","1,938","1,141","640","84","4"
"부산광역시 동래구 (2626000000)","133,105","133,105","10,210","13,149","16,046","16,569","21,626","21,167","19,598","10,825","3,637","274","4","141,386","141,386","9,714","12,122","15,095","16,458","22,461","22,918","23,072","12,836","5,773","912","25"
"부산광역시 동래구 수민동(2626051000)","15,527","15,527","1,205","1,474","1,881","2,049","2,491","2,386","2,290","1,273","444","34","0","16,541","16,541","1,175","1,276","1,683","2,032","2,505","2,741","2,786","1,526","698","118","1"
"부산광역시 동래구 복산동(2626052000)","4,505","4,505","144","301","527","447","589","777","933","545","226","16","0","4,740","4,740","130","258","423","347","511","823","1,055","725","400","67","1"
"부산광역시 동래구 명륜동(2626054500)","12,376","12,376","1,299","1,840","1,221","1,336","2,457","1,926","1,295","730","253","19","0","12,811","12,811","1,201","1,498","1,174","1,511","2,665","1,910","1,524","853","402","72","1"
"부산광역시 동래구 온천제1동(2626055000)","10,552","10,552","613","623","1,558","1,900","1,660","1,693","1,386","767","322","28","2","11,854","11,854","619","643","2,037","1,889","1,754","1,750","1,592","1,006","499","58","7"
"부산광역시 동래구 온천제2동(2626056000)","11,622","11,622","1,326","1,147","1,200","1,639","1,954","1,637","1,489","856","334","40","0","12,593","12,593","1,424","1,123","1,070","1,712","2,057","1,759","1,776","1,011","553","105","3"
"부산광역시 동래구 온천제3동(2626057000)","18,639","18,639","1,235","1,465","2,630","2,593","2,739","3,018","2,886","1,505","529","39","0","19,521","19,521","1,157","1,289","2,607","2,442","2,754","3,346","3,288","1,808","728","100","2"
"부산광역시 동래구 사직제1동(2626058000)","5,024","5,024","368","470","630","634","846","800","660","425","179","12","0","5,470","5,470","343","515","564","638","878","827","859","538","268","39","1"
"부산광역시 동래구 사직제2동(2626059000)","12,495","12,495","1,142","1,894","1,470","1,103","2,405","2,159","1,464","679","174","5","0","13,458","13,458","1,122","2,005","1,309","1,223","2,837","2,213","1,591","790","305","61","2"
"부산광역시 동래구 사직제3동(2626060000)","8,486","8,486","736","1,061","901","827","1,570","1,299","1,160","691","229","12","0","8,713","8,713","583","809","853","884","1,588","1,295","1,420","871","363","46","1"
"부산광역시 동래구 안락제1동(2626074000)","7,028","7,028","386","508","813","825","977","1,175","1,309","760","262","13","0","7,204","7,204","325","434","694","728","932","1,202","1,566","884","375","64","0"
"부산광역시 동래구 안락제2동(2626075000)","13,007","13,007","877","1,372","1,570","1,497","1,975","2,128","2,118","1,144","299","26","1","13,757","13,757","819","1,302","1,286","1,456","2,136","2,430","2,469","1,228","543","85","3"
"부산광역시 동래구 명장제1동(2626076100)","6,734","6,734","465","480","779","782","995","1,068","1,236","702","212","14","1","7,215","7,215","452","536","650","780","935","1,243","1,452","794","319","51","3"
"부산광역시 동래구 명장제2동(2626076200)","7,110","7,110","414","514","866","937","968","1,101","1,372","748","174","16","0","7,509","7,509","364","434","745","816","909","1,379","1,694","802","320","46","0"
"부산광역시 남구 (2629000000)","126,854","126,854","8,065","11,575","17,776","14,125","19,980","20,620","18,980","11,303","4,152","273","5","132,881","132,881","7,700","10,989","15,792","13,234","19,882","21,271","22,350","14,224","6,430","979","30"
"부산광역시 남구 대연제1동(2629051000)","7,989","7,989","208","459","2,037","1,052","1,029","1,107","1,001","741","335","20","0","7,825","7,825","210","475","1,655","736","907","1,103","1,301","967","412","56","3"
"부산광역시 남구 대연제3동(2629053000)","16,091","16,091","1,249","1,719","3,447","1,933","2,683","2,261","1,585","857","335","21","1","16,701","16,701","1,176","1,646","3,203","1,904","2,806","2,441","1,918","1,041","469","95","2"
"부산광역시 남구 대연제4동(2629054000)","5,954","5,954","493","463","597","790","993","870","920","595","214","19","0","6,240","6,240","483","405","523","779","864","911","1,117","763","344","49","2"
"부산광역시 남구 대연제5동(2629055000)","8,154","8,154","525","693","1,339","963","1,273","1,240","1,118","692","291","19","1","8,815","8,815","444","689","1,490","930","1,297","1,256","1,341","902","410","56","0"
"부산광역시 남구 대연제6동(2629056000)","7,280","7,280","800","829","807","887","1,354","1,088","816","492","195","12","0","7,851","7,851","796","794","768","1,002","1,433","1,162","1,028","577","245","44","2"
"부산광역시 남구 용호제1동(2629057000)","20,946","20,946","1,524","2,509","2,490","1,770","3,390","3,811","3,147","1,638","612","55","0","22,775","22,775","1,522","2,441","2,116","1,950","3,908","4,101","3,532","2,078","950","172","5"
"부산광역시 남구 용호제2동(2629058000)","8,062","8,062","617","906","835","776","1,351","1,288","1,284","779","216","10","0","8,471","8,471","626","841","688","791","1,405","1,336","1,508","855","350","70","1"
"부산광역시 남구 용호제3동(2629059000)","5,805","5,805","212","432","677","576","806","991","1,126","752","220","13","0","6,233","6,233","214","413","584","462","773","1,061","1,381","893","403","47","2"
"부산광역시 남구 용호제4동(2629060000)","4,074","4,074","244","323","436","491","664","641","703","423","131","16","2","4,372","4,372","201","319","398","451","629","692","917","525","214","24","2"
"부산광역시 남구 용당동(2629061000)","4,122","4,122","244","369","568","420","603","768","679","342","124","5","0","4,063","4,063","229","348","422","375","591","738","705","454","171","29","1"
"부산광역시 남구 감만제1동(2629062000)","6,295","6,295","283","471","737","661","950","1,061","1,196","679","246","11","0","6,048","6,048","253","415","514","534","785","1,006","1,275","834","385","45","2"
"부산광역시 남구 감만제2동(2629063000)","3,279","3,279","126","246","346","316","509","589","571","409","159","8","0","3,408","3,408","132","192","272","263","443","524","737","570","247","28","0"
"부산광역시 남구 우암동(2629064500)","6,224","6,224","280","463","648","603","937","1,010","1,217","803","250","12","1","6,396","6,396","228","409","527","512","796","990","1,471","958","414","88","3"
"부산광역시 남구 문현제1동(2629068000)","6,479","6,479","350","572","819","619","985","1,207","1,084","616","217","10","0","6,795","6,795","293","544","713","565","972","1,236","1,219","820","387","46","0"
"부산광역시 남구 문현제2동(2629069000)","4,173","4,173","174","189","517","734","626","661","687","394","177","14","0","4,281","4,281","151","170","669","600","511","568","717","526","327","39","3"
"부산광역시 남구 문현제3동(2629070000)","8,044","8,044","605","678","988","1,134","1,299","1,321","1,113","661","230","15","0","8,470","8,470","610","669","842","1,052","1,282","1,410","1,327","835","393","50","0"
"부산광역시 남구 문현제4동(2629071000)","3,883","3,883","131","254","488","400","528","706","733","430","200","13","0","4,137","4,137","132","219","408","328","480","736","856","626","309","41","2"
"부산광역시 북구 (2632000000)","138,319","138,319","9,083","11,523","18,166","17,563","19,573","24,248","24,118","10,551","3,282","208","4","142,192","142,192","8,569","10,571","16,006","15,830","19,658","27,135","25,141","12,314","6,005","935","28"
"부산광역시 북구 구포제1동(2632051000)","8,095","8,095","435","372","1,055","1,260","1,061","1,433","1,562","702","199","15","1","8,035","8,035","449","380","996","1,047","909","1,478","1,603","759","361","51","2"
"부산광역시 북구 구포제2동(2632052000)","12,711","12,711","630","874","1,721","1,667","1,753","2,332","2,401","1,013","311","9","0","12,227","12,227","570","789","1,473","1,330","1,542","2,458","2,390","1,093","508","70","4"
"부산광역시 북구 구포제3동(2632052100)","9,993","9,993","396","747","1,496","1,051","1,361","2,033","1,884","784","230","11","0","9,360","9,360","341","617","1,148","785","1,227","2,042","1,885","915","342","57","1"
"부산광역시 북구 금곡동(2632053000)","18,122","18,122","981","1,464","2,188","1,959","2,376","3,299","3,573","1,617","614","51","0","19,360","19,360","907","1,384","1,873","1,698","2,417","3,779","3,516","2,173","1,422","186","5"
"부산광역시 북구 화명제1동(2632054100)","20,056","20,056","1,894","2,199","2,734","2,452","2,934","3,605","3,044","956","228","10","0","20,932","20,932","1,848","2,046","2,440","2,616","3,389","4,313","2,805","974","414","83","4"
"부산광역시 북구 화명제2동(2632054200)","8,297","8,297","599","692","1,245","1,112","1,055","1,492","1,358","552","178","12","2","8,742","8,742","560","665","1,057","1,022","1,145","1,844","1,361","671","356","59","2"
"부산광역시 북구 화명제3동(2632054300)","14,314","14,314","1,165","1,923","1,964","1,479","2,319","2,640","1,670","811","314","29","0","15,012","15,012","1,118","1,742","1,732","1,597","2,766","2,777","1,742","990","475","72","1"
